a_x,a_y,a_z,g_x,g_y,g_z,label,
-0.1,-0.1,1.95,-0.06,0.04,0.02,reverse,
-0.09,-0.07,1.94,-0.06,0.04,0.03,reverse,
-0.09,-0.08,1.94,-0.06,0.04,0.03,reverse,
-0.09,-0.09,1.97,-0.06,0.04,0.02,reverse,
-0.11,-0.07,1.91,-0.06,0.04,0.03,reverse,
-0.1,-0.08,1.96,-0.06,0.04,0.02,reverse,
-0.1,-0.08,1.91,-0.06,0.04,0.03,reverse,
-0.11,-0.09,1.9,-0.07,0.04,0.02,reverse,
-0.12,-0.08,1.94,-0.07,0.04,0.02,reverse,
-0.1,-0.09,1.94,-0.06,0.04,0.02,reverse,
-0.07,-0.1,1.98,-0.06,0.04,0.03,reverse,
-0.09,-0.06,1.9,-0.06,0.04,0.02,reverse,
-0.1,-0.07,1.94,-0.06,0.04,0.02,reverse,
-0.1,-0.06,1.89,-0.07,0.04,0.03,reverse,
-0.12,-0.09,1.97,-0.06,0.04,0.03,reverse,
-0.1,-0.1,1.92,-0.06,0.04,0.02,reverse,
-0.11,-0.08,1.91,-0.06,0.04,0.02,reverse,
-0.1,-0.09,1.94,-0.06,0.04,0.03,reverse,
-0.13,-0.08,1.91,-0.06,0.04,0.03,reverse,
-0.11,-0.1,1.93,-0.06,0.04,0.03,reverse,
-0.1,-0.08,1.94,-0.06,0.04,0.03,reverse,
-0.12,-0.11,1.95,-0.06,0.04,0.02,reverse,
-0.07,-0.08,1.93,-0.06,0.04,0.03,reverse,
-0.11,-0.11,1.93,-0.07,0.04,0.03,reverse,
-0.11,-0.1,1.91,-0.06,0.04,0.02,reverse,
-0.1,-0.08,1.93,-0.06,0.04,0.02,reverse,
-0.1,-0.08,1.94,-0.06,0.04,0.02,reverse,
-0.1,-0.07,1.94,-0.06,0.04,0.02,reverse,
-0.06,-0.09,1.96,-0.06,0.04,0.03,reverse,
-0.1,-0.07,1.92,-0.06,0.04,0.03,reverse,
-0.09,-0.06,1.94,-0.06,0.04,0.03,reverse,
-0.1,-0.1,1.95,-0.06,0.04,0.03,reverse,
-0.1,-0.08,1.92,-0.06,0.04,0.03,reverse,
-0.12,-0.1,1.98,-0.06,0.04,0.02,reverse,
-0.08,-0.1,1.9,-0.06,0.04,0.03,reverse,
-0.08,-0.09,1.95,-0.07,0.04,0.02,reverse,
-0.1,-0.09,1.95,-0.06,0.04,0.02,reverse,
-0.09,-0.08,1.96,-0.06,0.04,0.02,reverse,
-0.1,-0.1,1.93,-0.06,0.04,0.02,reverse,
-0.09,-0.09,1.94,-0.06,0.04,0.02,reverse,
-0.07,-0.1,1.93,-0.06,0.04,0.03,reverse,
-0.1,-0.13,1.93,-0.06,0.04,0.03,reverse,
-0.1,-0.09,1.91,-0.06,0.04,0.02,reverse,
-0.08,-0.09,1.88,-0.06,0.04,0.03,reverse,
-0.09,-0.1,1.91,-0.06,0.04,0.03,reverse,
-0.1,-0.08,1.94,-0.06,0.04,0.03,reverse,
-0.12,-0.08,1.93,-0.06,0.04,0.03,reverse,
-0.1,-0.08,1.93,-0.06,0.04,0.02,reverse,
-0.06,-0.1,1.91,-0.06,0.04,0.03,reverse,
-0.09,-0.07,1.95,-0.07,0.04,0.03,reverse,
-0.09,-0.1,1.97,-0.06,0.04,0.02,reverse,
-0.12,-0.08,1.9,-0.06,0.04,0.02,reverse,
-0.09,-0.08,1.93,-0.06,0.04,0.03,reverse,
-0.1,-0.07,1.92,-0.06,0.04,0.03,reverse,
-0.09,-0.06,1.97,-0.06,0.04,0.03,reverse,
-0.08,-0.08,1.94,-0.06,0.04,0.02,reverse,
-0.1,-0.09,1.93,-0.06,0.04,0.02,reverse,
-0.09,-0.09,1.9,-0.06,0.04,0.02,reverse,
-0.1,-0.07,1.93,-0.06,0.04,0.02,reverse,
-0.12,-0.08,1.95,-0.06,0.04,0.02,reverse,
-0.09,-0.07,1.94,-0.06,0.04,0.02,reverse,
-0.1,-0.07,1.92,-0.06,0.04,0.02,reverse,
-0.12,-0.08,1.96,-0.06,0.04,0.03,reverse,
-0.12,-0.05,1.94,-0.07,0.04,0.03,reverse,
-0.09,-0.08,1.94,-0.06,0.04,0.02,reverse,
-0.08,-0.08,1.93,-0.06,0.04,0.03,reverse,
-0.1,-0.08,1.94,-0.07,0.04,0.03,reverse,
-0.11,-0.11,1.93,-0.06,0.04,0.03,reverse,
-0.08,-0.07,1.93,-0.07,0.04,0.02,reverse,
-0.12,-0.07,1.93,-0.06,0.04,0.03,reverse,
-0.1,-0.07,1.9,-0.06,0.04,0.02,reverse,
-0.12,-0.08,1.91,-0.06,0.04,0.02,reverse,
-0.11,-0.12,1.93,-0.06,0.04,0.03,reverse,
-0.13,-0.08,1.94,-0.07,0.04,0.03,reverse,
-0.08,-0.09,1.96,-0.06,0.04,0.02,reverse,
-0.12,-0.11,1.93,-0.06,0.04,0.02,reverse,
-0.1,-0.08,1.9,-0.06,0.04,0.03,reverse,
-0.08,-0.07,1.98,-0.06,0.04,0.03,reverse,
-0.12,-0.11,1.94,-0.06,0.04,0.02,reverse,
-0.11,-0.1,1.91,-0.06,0.04,0.03,reverse,
-0.13,-0.07,1.95,-0.06,0.04,0.03,reverse,
-0.09,-0.08,1.92,-0.06,0.04,0.02,reverse,
-0.09,-0.12,1.9,-0.06,0.04,0.02,reverse,
-0.1,-0.08,1.94,-0.06,0.04,0.03,reverse,
-0.08,-0.1,1.93,-0.06,0.04,0.02,reverse,
-0.08,-0.08,1.91,-0.06,0.04,0.02,reverse,
-0.09,-0.08,1.91,-0.06,0.04,0.02,reverse,
-0.11,-0.08,1.95,-0.06,0.04,0.02,reverse,
-0.11,-0.08,1.93,-0.06,0.04,0.02,reverse,
-0.09,-0.1,1.95,-0.06,0.04,0.02,reverse,
-0.11,-0.07,1.93,-0.06,0.04,0.03,reverse,
-0.1,-0.07,1.96,-0.06,0.04,0.02,reverse,
-0.12,-0.1,1.93,-0.06,0.04,0.02,reverse,
-0.08,-0.07,1.92,-0.06,0.04,0.03,reverse,
-0.11,-0.1,1.93,-0.06,0.04,0.02,reverse,
-0.12,-0.09,1.88,-0.06,0.04,0.02,reverse,
-0.09,-0.08,1.93,-0.06,0.04,0.02,reverse,
-0.1,-0.1,1.92,-0.06,0.04,0.02,reverse,
-0.09,-0.11,1.93,-0.06,0.04,0.02,reverse,
-0.12,-0.07,1.96,-0.06,0.04,0.03,reverse,
-0.12,-0.09,1.92,-0.06,0.04,0.02,reverse,
-0.12,-0.1,1.93,-0.06,0.04,0.03,reverse,
-0.09,-0.08,1.92,-0.07,0.04,0.03,reverse,
-0.1,-0.09,1.91,-0.06,0.04,0.03,reverse,
-0.1,-0.08,1.92,-0.06,0.04,0.03,reverse,
-0.12,-0.07,1.91,-0.06,0.04,0.02,reverse,
-0.13,-0.07,1.95,-0.06,0.04,0.02,reverse,
-0.11,-0.08,1.95,-0.06,0.04,0.03,reverse,
-0.12,-0.09,1.93,-0.06,0.04,0.03,reverse,
-0.1,-0.07,1.91,-0.06,0.04,0.03,reverse,
-0.12,-0.07,1.92,-0.06,0.04,0.03,reverse,
-0.11,-0.08,1.91,-0.06,0.04,0.02,reverse,
-0.1,-0.1,1.87,-0.06,0.04,0.03,reverse,
-0.12,-0.08,1.95,-0.06,0.04,0.02,reverse,
-0.1,-0.1,1.93,-0.06,0.04,0.02,reverse,
-0.1,-0.08,1.93,-0.07,0.04,0.02,reverse,
-0.11,-0.09,1.92,-0.06,0.04,0.02,reverse,
-0.1,-0.09,1.93,-0.06,0.04,0.03,reverse,
-0.11,-0.11,1.92,-0.06,0.04,0.03,reverse,
-0.09,-0.08,1.92,-0.06,0.04,0.03,reverse,
-0.13,-0.1,1.93,-0.06,0.04,0.03,reverse,
-0.13,-0.07,1.93,-0.06,0.04,0.03,reverse,
-0.09,-0.06,1.93,-0.06,0.04,0.02,reverse,
-0.12,-0.08,1.93,-0.06,0.04,0.02,reverse,
-0.1,-0.07,1.92,-0.06,0.04,0.02,reverse,
-0.11,-0.07,1.93,-0.06,0.04,0.03,reverse,
-0.1,-0.09,1.95,-0.06,0.04,0.03,reverse,
-0.1,-0.09,1.92,-0.06,0.04,0.03,reverse,
-0.08,-0.08,1.93,-0.06,0.04,0.03,reverse,
-0.11,-0.07,1.93,-0.06,0.04,0.03,reverse,
-0.11,-0.02,1.91,-0.06,0.04,0.03,reverse,
-0.14,-0.07,1.94,-0.07,0.04,0.02,reverse,
-0.12,-0.09,1.97,-0.06,0.04,0.03,reverse,
-0.12,-0.08,1.94,-0.06,0.04,0.03,reverse,
-0.09,-0.08,1.9,-0.06,0.04,0.03,reverse,
-0.08,-0.08,1.92,-0.06,0.04,0.03,reverse,
-0.09,-0.08,1.96,-0.07,0.04,0.03,reverse,
-0.11,-0.06,1.94,-0.06,0.04,0.02,reverse,
-0.12,-0.1,1.94,-0.06,0.04,0.02,reverse,
-0.13,-0.08,1.95,-0.06,0.04,0.03,reverse,
-0.12,-0.1,1.91,-0.06,0.04,0.02,reverse,
-0.12,-0.11,1.95,-0.06,0.04,0.03,reverse,
-0.09,-0.09,1.97,-0.06,0.04,0.03,reverse,
-0.11,-0.07,1.93,-0.06,0.04,0.02,reverse,
-0.11,-0.08,1.93,-0.07,0.04,0.03,reverse,
-0.1,-0.09,1.92,-0.06,0.04,0.03,reverse,
-0.11,-0.08,1.93,-0.06,0.04,0.03,reverse,
-0.09,-0.08,1.96,-0.06,0.04,0.03,reverse,
-0.13,-0.11,1.94,-0.06,0.04,0.03,reverse,
-0.11,-0.09,1.93,-0.07,0.04,0.02,reverse,
-0.12,-0.09,1.93,-0.07,0.04,0.02,reverse,
-0.12,-0.07,1.89,-0.06,0.04,0.02,reverse,
-0.12,-0.09,1.94,-0.06,0.04,0.02,reverse,
-0.1,-0.07,1.91,-0.06,0.04,0.03,reverse,
-0.1,-0.09,1.91,-0.06,0.04,0.02,reverse,
-0.1,-0.08,1.93,-0.06,0.04,0.03,reverse,
-0.12,-0.08,1.93,-0.06,0.04,0.02,reverse,
-0.12,-0.09,1.92,-0.06,0.04,0.03,reverse,
-0.12,-0.06,1.93,-0.06,0.04,0.03,reverse,
-0.1,-0.09,1.92,-0.06,0.04,0.02,reverse,
-0.13,-0.08,1.98,-0.06,0.04,0.03,reverse,
-0.1,-0.08,1.95,-0.06,0.04,0.02,reverse,
-0.1,-0.07,1.91,-0.06,0.04,0.02,reverse,
-0.11,-0.08,1.93,-0.06,0.04,0.02,reverse,
-0.13,-0.08,1.96,-0.06,0.04,0.03,reverse,
-0.08,-0.07,1.93,-0.06,0.04,0.03,reverse,
-0.12,-0.09,1.93,-0.06,0.04,0.02,reverse,
-0.09,-0.08,1.97,-0.06,0.04,0.02,reverse,
-0.09,-0.07,1.95,-0.06,0.04,0.03,reverse,
-0.1,-0.09,1.94,-0.06,0.04,0.02,reverse,
-0.11,-0.07,1.93,-0.06,0.04,0.03,reverse,
-0.11,-0.05,1.93,-0.07,0.04,0.02,reverse,
-0.11,-0.09,1.92,-0.06,0.04,0.02,reverse,
-0.09,-0.09,1.94,-0.06,0.04,0.02,reverse,
-0.09,-0.09,1.95,-0.07,0.04,0.02,reverse,
-0.11,-0.08,1.93,-0.06,0.04,0.03,reverse,
-0.13,-0.08,1.97,-0.06,0.04,0.02,reverse,
-0.09,-0.07,1.92,-0.06,0.04,0.03,reverse,
-0.12,-0.07,1.98,-0.06,0.04,0.03,reverse,
-0.1,-0.08,1.92,-0.06,0.04,0.02,reverse,
-0.11,-0.11,1.94,-0.06,0.04,0.03,reverse,
-0.09,-0.07,1.95,-0.06,0.04,0.02,reverse,
-0.11,-0.09,1.93,-0.06,0.04,0.03,reverse,
-0.11,-0.09,1.95,-0.07,0.04,0.03,reverse,
-0.1,-0.1,1.89,-0.06,0.04,0.03,reverse,
-0.12,-0.1,1.96,-0.06,0.04,0.03,reverse,
-0.08,-0.09,1.96,-0.06,0.04,0.02,reverse,
-0.1,-0.09,1.93,-0.06,0.04,0.02,reverse,
-0.12,-0.08,1.95,-0.06,0.04,0.03,reverse,
-0.11,-0.1,1.95,-0.06,0.04,0.02,reverse,
-0.1,-0.09,1.93,-0.06,0.04,0.03,reverse,
-0.12,-0.09,1.92,-0.06,0.04,0.02,reverse,
-0.12,-0.08,1.92,-0.06,0.04,0.03,reverse,
-0.12,-0.08,1.93,-0.06,0.04,0.03,reverse,
-0.15,-0.06,1.98,-0.06,0.04,0.03,reverse,
-0.1,-0.1,1.91,-0.06,0.04,0.02,reverse,
-0.11,-0.12,1.92,-0.06,0.04,0.02,reverse,
-0.12,-0.12,1.9,-0.06,0.04,0.03,reverse,
-0.11,-0.09,1.93,-0.06,0.04,0.02,reverse,
-0.11,-0.09,1.93,-0.06,0.04,0.02,reverse,
-0.09,-0.1,1.93,-0.06,0.04,0.03,reverse,
-0.11,-0.09,1.95,-0.07,0.04,0.02,reverse,
-0.09,-0.05,1.93,-0.06,0.04,0.02,reverse,
-0.09,-0.08,1.91,-0.06,0.04,0.02,reverse,
-0.12,-0.11,1.95,-0.06,0.04,0.03,reverse,
-0.09,-0.06,1.94,-0.06,0.04,0.02,reverse,
-0.13,-0.08,1.9,-0.06,0.04,0.03,reverse,
-0.11,-0.1,1.93,-0.07,0.04,0.02,reverse,
-0.13,-0.05,1.93,-0.06,0.04,0.02,reverse,
-0.09,-0.08,1.93,-0.06,0.04,0.02,reverse,
-0.11,-0.1,1.94,-0.06,0.04,0.03,reverse,
-0.12,-0.07,1.96,-0.06,0.04,0.03,reverse,
-0.11,-0.09,1.96,-0.06,0.04,0.03,reverse,
-5.24,11.19,44.75,-0.06,0.04,0.02,reverse,
-0.09,-0.1,1.94,-0.06,0.04,0.02,reverse,
-0.12,-0.08,1.94,-0.06,0.04,0.02,reverse,
-0.13,-0.08,1.97,-0.07,0.04,0.03,reverse,
-0.09,-0.08,1.95,-0.06,0.04,0.02,reverse,
-0.09,-0.09,1.96,-0.06,0.04,0.03,reverse,
-0.1,-0.09,1.94,-0.06,0.04,0.03,reverse,
-0.1,-0.07,1.92,-0.06,0.04,0.02,reverse,
-0.11,-0.08,1.92,-0.06,0.04,0.03,reverse,
-0.11,-0.07,1.93,-0.06,0.04,0.03,reverse,
-0.11,-0.09,1.9,-0.06,0.04,0.02,reverse,
-0.1,-0.09,1.93,-0.06,0.04,0.02,reverse,
-0.1,-0.09,1.95,-0.07,0.04,0.03,reverse,
-0.11,-0.07,1.93,-0.06,0.04,0.02,reverse,
-0.12,-0.09,1.91,-0.06,0.04,0.02,reverse,
-0.09,-0.07,1.94,-0.06,0.04,0.02,reverse,
-0.11,-0.08,1.94,-0.06,0.04,0.03,reverse,
-0.09,-0.07,1.9,-0.06,0.04,0.03,reverse,
-0.11,-0.07,1.95,-0.06,0.04,0.03,reverse,
-0.1,-0.09,1.97,-0.06,0.04,0.02,reverse,
-0.11,-0.08,1.92,-0.06,0.04,0.02,reverse,
-0.1,-0.07,1.94,-0.06,0.04,0.03,reverse,
-0.13,-0.06,1.91,-0.06,0.04,0.02,reverse,
-0.12,-0.08,1.94,-0.06,0.04,0.02,reverse,
-0.14,-0.09,1.96,-0.06,0.04,0.03,reverse,
-0.11,-0.1,1.93,-0.06,0.04,0.02,reverse,
-0.09,-0.07,1.92,-0.06,0.04,0.03,reverse,
-0.12,-0.07,1.93,-0.06,0.04,0.02,reverse,
-0.12,-0.08,1.93,-0.06,0.04,0.03,reverse,
-0.12,-0.1,1.88,-0.06,0.04,0.02,reverse,
-0.09,-0.09,1.91,-0.06,0.04,0.03,reverse,
-0.15,-0.09,1.94,-0.06,0.04,0.03,reverse,
-0.08,-0.09,1.97,-0.06,0.04,0.02,reverse,
-0.12,-0.07,1.96,-0.06,0.04,0.02,reverse,
-0.09,-0.11,1.95,-0.06,0.04,0.02,reverse,
-0.11,-0.08,1.91,-0.06,0.04,0.03,reverse,
-0.07,-0.08,1.96,-0.06,0.04,0.03,reverse,
-0.09,-0.09,1.9,-0.06,0.04,0.02,reverse,
-0.1,-0.1,1.92,-0.06,0.04,0.02,reverse,
-0.11,-0.07,1.93,-0.06,0.04,0.03,reverse,
-0.11,-0.11,1.94,-0.06,0.04,0.02,reverse,
-0.11,-0.07,1.93,-0.06,0.04,0.03,reverse,
-0.11,-0.05,1.92,-0.06,0.04,0.03,reverse,
-0.1,-0.04,1.92,-0.06,0.04,0.03,reverse,
-0.1,-0.09,1.93,-0.06,0.04,0.03,reverse,
-0.1,-0.09,1.93,-0.06,0.04,0.02,reverse,
-0.12,-0.09,1.94,-0.06,0.04,0.03,reverse,
-0.12,-0.07,1.95,-0.06,0.04,0.02,reverse,
-0.11,-0.07,1.94,-0.07,0.04,0.03,reverse,
-0.09,-0.1,1.9,-0.06,0.04,0.03,reverse,
-0.08,-0.09,1.93,-0.07,0.04,0.03,reverse,
-0.1,-0.07,1.92,-0.07,0.04,0.03,reverse,
-0.11,-0.08,1.95,-0.06,0.04,0.02,reverse,
-0.1,-0.1,1.9,-0.06,0.04,0.03,reverse,
-0.1,-0.07,1.94,-0.06,0.04,0.02,reverse,
-0.12,-0.05,1.94,-0.06,0.04,0.03,reverse,
-0.12,-0.1,1.95,-0.06,0.04,0.02,reverse,
-0.09,-0.1,1.95,-0.06,0.04,0.03,reverse,
-0.11,-0.07,1.9,-0.06,0.04,0.03,reverse,
-0.12,-0.08,1.92,-0.06,0.04,0.02,reverse,
-0.11,-0.07,1.91,-0.07,0.04,0.03,reverse,
-0.07,-0.08,1.93,-0.06,0.04,0.03,reverse,
-0.09,-0.09,1.95,-0.06,0.04,0.03,reverse,
-0.09,-0.09,1.94,-0.07,0.04,0.03,reverse,
-0.12,-0.08,1.94,-0.06,0.04,0.03,reverse,
-0.1,-0.08,1.97,-0.06,0.04,0.03,reverse,
-0.11,-0.07,1.93,-0.06,0.04,0.02,reverse,
-0.12,-0.07,1.93,-0.06,0.04,0.02,reverse,
-0.11,-0.08,1.96,-0.06,0.04,0.02,reverse,
-0.1,-0.08,1.9,-0.06,0.04,0.03,reverse,
-0.1,-0.06,1.87,-0.06,0.04,0.02,reverse,
-0.1,-0.08,1.94,-0.06,0.04,0.03,reverse,
-0.11,-0.09,1.92,-0.06,0.04,0.03,reverse,
-0.13,-0.09,1.92,-0.06,0.04,0.03,reverse,
-0.1,-0.1,1.91,-0.06,0.04,0.03,reverse,
-0.12,-0.11,1.91,-0.06,0.04,0.03,reverse,
-0.13,-0.08,1.93,-0.06,0.04,0.03,reverse,
-0.11,-0.09,1.94,-0.06,0.04,0.03,reverse,
-0.09,-0.09,1.93,-0.06,0.04,0.02,reverse,
-0.13,-0.1,1.91,-0.06,0.04,0.02,reverse,
-0.13,-0.08,1.94,-0.06,0.04,0.03,reverse,
-0.12,-0.1,1.92,-0.06,0.04,0.03,reverse,
-0.14,-0.09,1.96,-0.06,0.04,0.03,reverse,
-0.12,-0.08,1.97,-0.06,0.04,0.03,reverse,
-0.11,-0.08,1.92,-0.06,0.04,0.03,reverse,
-0.09,-0.07,1.9,-0.07,0.04,0.03,reverse,
-0.12,-0.09,1.87,-0.06,0.04,0.03,reverse,
-0.09,-0.08,2.02,-0.06,0.04,0.02,reverse,
-0.13,-0.06,1.91,-0.06,0.04,0.02,reverse,
-0.09,-0.09,1.94,-0.06,0.04,0.02,reverse,
-0.11,-0.09,1.95,-0.06,0.04,0.03,reverse,
-0.09,-0.1,1.9,-0.06,0.04,0.03,reverse,
-0.09,-0.1,1.94,-0.06,0.04,0.02,reverse,
-0.12,-0.09,1.93,-0.06,0.04,0.02,reverse,
-0.11,-0.07,1.94,-0.06,0.04,0.03,reverse,
-0.11,-0.07,1.97,-0.06,0.04,0.03,reverse,
-0.11,-0.08,1.93,-0.06,0.04,0.03,reverse,
-0.12,-0.08,1.94,-0.06,0.04,0.03,reverse,
-0.1,-0.08,1.95,-0.06,0.04,0.03,reverse,
-0.09,-0.09,1.95,-0.06,0.04,0.03,reverse,
-0.09,-0.08,1.94,-0.06,0.04,0.03,reverse,
-0.11,-0.08,1.94,-0.06,0.04,0.03,reverse,
-0.1,-0.08,1.95,-0.06,0.04,0.02,reverse,
-0.11,-0.09,1.96,-0.06,0.04,0.03,reverse,
-0.09,-0.08,1.95,-0.06,0.04,0.03,reverse,
-0.1,-0.06,1.9,-0.06,0.04,0.03,reverse,
-0.11,-0.09,1.94,-0.06,0.04,0.03,reverse,
-0.11,-0.07,1.94,-0.06,0.04,0.02,reverse,
-0.1,-0.08,1.92,-0.07,0.04,0.02,reverse,
-0.1,-0.08,1.92,-0.06,0.04,0.02,reverse,
-0.1,-0.08,1.92,-0.06,0.04,0.03,reverse,
-0.1,-0.09,1.93,-0.06,0.04,0.03,reverse,
-0.13,-0.08,1.93,-0.06,0.04,0.02,reverse,
-0.13,-0.09,1.94,-0.06,0.04,0.03,reverse,
-0.1,-0.06,1.95,-0.07,0.04,0.03,reverse,
-1.15,1.23,-22.21,-0.06,0.04,0.02,reverse,
-0.11,-0.11,1.91,-0.06,0.04,0.03,reverse,
-0.12,-0.11,1.95,-0.06,0.04,0.03,reverse,
-0.12,-0.09,1.94,-0.06,0.04,0.02,reverse,
-0.1,-0.07,1.94,-0.06,0.04,0.02,reverse,
-0.11,-0.08,1.94,-0.06,0.04,0.02,reverse,
-0.1,-0.05,1.95,-0.06,0.04,0.02,reverse,
-0.12,-0.08,1.91,-0.06,0.04,0.03,reverse,
-0.13,-0.07,1.95,-0.06,0.04,0.03,reverse,
-0.09,-0.1,1.98,-0.06,0.04,0.02,reverse,
-0.1,-0.08,1.94,-0.07,0.04,0.03,reverse,
-0.12,-0.09,1.95,-0.06,0.04,0.02,reverse,
-0.1,-0.07,1.95,-0.06,0.04,0.03,reverse,
-0.12,-0.06,1.9,-0.06,0.04,0.03,reverse,
-0.12,-0.08,1.95,-0.06,0.04,0.03,reverse,
-0.12,-0.07,1.93,-0.06,0.04,0.03,reverse,
-0.12,-0.08,1.92,-0.06,0.04,0.03,reverse,
-0.12,-0.1,1.91,-0.06,0.04,0.02,reverse,
-0.1,-0.11,1.91,-0.06,0.04,0.03,reverse,
-0.1,-0.09,1.95,-0.06,0.04,0.03,reverse,
-0.14,-0.11,1.96,-0.06,0.04,0.02,reverse,
-0.09,-0.06,1.92,-0.06,0.04,0.02,reverse,
-0.13,-0.07,1.96,-0.06,0.04,0.02,reverse,
-0.1,-0.08,1.93,-0.06,0.04,0.02,reverse,
-0.13,-0.1,1.96,-0.06,0.04,0.02,reverse,
-0.1,-0.08,1.95,-0.06,0.04,0.02,reverse,
-0.09,-0.09,1.94,-0.06,0.04,0.03,reverse,
-0.11,-0.1,1.92,-0.06,0.04,0.03,reverse,
-0.12,-0.05,1.91,-0.06,0.04,0.03,reverse,
-0.1,-0.09,1.94,-0.06,0.04,0.02,reverse,
-0.11,-0.07,1.91,-0.07,0.04,0.03,reverse,
-0.09,-0.06,1.92,-0.06,0.04,0.03,reverse,
-0.14,-0.07,1.93,-0.06,0.04,0.03,reverse,
-0.12,-0.08,1.94,-0.06,0.04,0.03,reverse,
-0.13,-0.07,1.96,-0.06,0.04,0.02,reverse,
-0.11,-0.07,1.94,-0.07,0.04,0.03,reverse,
-0.09,-0.11,1.93,-0.06,0.04,0.02,reverse,
-0.13,-0.09,1.97,-0.06,0.04,0.02,reverse,
-0.12,-0.08,1.91,-0.06,0.04,0.02,reverse,
-0.11,-0.1,1.95,-0.06,0.04,0.02,reverse,
-0.1,-0.09,1.92,-0.06,0.04,0.03,reverse,
-0.13,-0.04,1.93,-0.06,0.04,0.02,reverse,
-0.1,-0.1,1.95,-0.06,0.04,0.02,reverse,
-0.11,-0.11,1.93,-0.07,0.04,0.02,reverse,
-0.12,-0.07,1.92,-0.06,0.04,0.02,reverse,
-0.09,-0.1,1.94,-0.06,0.04,0.03,reverse,
-0.11,-0.06,1.93,-0.06,0.04,0.02,reverse,
-0.13,-0.09,1.94,-0.06,0.04,0.03,reverse,
-0.08,-0.1,1.92,-0.07,0.04,0.02,reverse,
-0.1,-0.06,1.93,-0.06,0.04,0.03,reverse,
-0.13,-0.1,1.95,-0.06,0.04,0.03,reverse,
